"","indication_category","concept_id","concept_code","concept_name","domain_id","vocabulary_id"
"4523","Signs and symptoms",4217168,"81010002","Decreased systolic arterial pressure","Condition","SNOMED"
"4524","Signs and symptoms",4217221,"71792006","Nodal rhythm disorder","Condition","SNOMED"
"4525","Signs and symptoms",4217627,"81950002","Edema of the tongue","Condition","SNOMED"
"4526","Signs and symptoms",4217860,"41863008","Right bundle branch block, anterior fascicular block AND incomplete posterior fascicular block","Condition","SNOMED"
"4527","Signs and symptoms",4218185,"416945002","Recurrent apnea","Condition","SNOMED"
"4528","Signs and symptoms",4218242,"81898007","Ventricular escape rhythm","Condition","SNOMED"
"4529","Signs and symptoms",4218590,"8148005","Chemosis of conjunctiva","Condition","SNOMED"
"4530","Signs and symptoms",4218739,"81681009","Junctional premature beats","Condition","SNOMED"
"4531","Signs and symptoms",4219010,"39925003","Juvenile myopathy, encephalopathy, lactic acidosis AND stroke","Condition","SNOMED"
"4532","Signs and symptoms",4219288,"417343009","Vasogenic shock","Condition","SNOMED"
"4533","Signs and symptoms",4220072,"82047000","Diarrhea due to alcohol intake","Condition","SNOMED"
"4534","Signs and symptoms",4220197,"39807006","Cannabis intoxication delirium","Condition","SNOMED"
"4535","Signs and symptoms",4220960,"82741008","Acute immunologic urticaria","Condition","SNOMED"
"4536","Signs and symptoms",4221344,"420486006","Exudative maculopathy due to type 1 diabetes mellitus","Condition","SNOMED"
"4537","Signs and symptoms",4221549,"82838007","Irregular tachycardia","Condition","SNOMED"
"4538","Signs and symptoms",4221671,"402399009","Chronic autoimmune urticaria","Condition","SNOMED"
"4539","Signs and symptoms",4221673,"402402005","Autoimmune urticaria and/or angioedema","Condition","SNOMED"
"4540","Signs and symptoms",4221718,"83850008","Uremic acidosis","Condition","SNOMED"
"4541","Signs and symptoms",4222079,"421129002","4+ pitting edema","Condition","SNOMED"
"4542","Signs and symptoms",4222125,"4006006","Fetal tachycardia affecting management of mother","Condition","SNOMED"
"4543","Signs and symptoms",4222260,"402383003","Idiopathic urticaria and/or angioedema","Condition","SNOMED"
"4544","Signs and symptoms",4222414,"420435001","Non-pitting edema","Condition","SNOMED"
"4545","Signs and symptoms",4222657,"332982000","Uncontrollable vomiting","Condition","SNOMED"
"4546","Signs and symptoms",4222698,"421348006","Tachycardia - baseline fetal heart rate","Condition","SNOMED"
"4547","Signs and symptoms",4222748,"40370006","Immunologic urticaria","Condition","SNOMED"
"4548","Signs and symptoms",4222871,"421605005","2+ pitting edema","Condition","SNOMED"
"4549","Signs and symptoms",4223463,"421779007","Exudative maculopathy due to type 2 diabetes mellitus","Condition","SNOMED"
"4550","Signs and symptoms",4223489,"402382008","Idiopathic angioedema","Condition","SNOMED"
"4551","Signs and symptoms",4223490,"402398001","Acute autoimmune urticaria","Condition","SNOMED"
"4552","Signs and symptoms",4223491,"402400002","Episodic autoimmune urticaria","Condition","SNOMED"
"4553","Signs and symptoms",4224222,"335977000","Penile swelling","Condition","SNOMED"
"4554","Signs and symptoms",4224254,"421075007","Ketoacidotic coma due to type 1 diabetes mellitus","Condition","SNOMED"
"4555","Signs and symptoms",4224623,"402397006","Autoimmune urticaria","Condition","SNOMED"
"4556","Signs and symptoms",4224624,"402401003","Autoimmune angioedema","Condition","SNOMED"
"4557","Signs and symptoms",4224848,"422348008","Andersen Tawil syndrome","Condition","SNOMED"
"4558","Signs and symptoms",4225063,"405276000","Negative pressure pulmonary edema","Condition","SNOMED"
"4559","Signs and symptoms",4226022,"405543000","Drug-induced hyperpyrexia","Condition","SNOMED"
"4560","Signs and symptoms",4226399,"40593004","Fibrillation","Condition","SNOMED"
"4561","Signs and symptoms",4227141,"87621000","Hyperemesis gravidarum before end of 22 week gestation with dehydration","Condition","SNOMED"
"4562","Signs and symptoms",4227224,"420829009","1+ pitting edema","Condition","SNOMED"
"4563","Signs and symptoms",4227276,"8764008","Chronic respiratory acidosis","Condition","SNOMED"
"4564","Signs and symptoms",4227981,"421346005","3+ pitting edema","Condition","SNOMED"
"4565","Signs and symptoms",4228043,"88697005","Pruritic urticarial papules and plaques of pregnancy","Condition","SNOMED"
"4566","Signs and symptoms",4228270,"421656001","Bradycardia - baseline fetal heart rate","Condition","SNOMED"
"4567","Signs and symptoms",4228443,"421847006","Ketoacidotic coma due to type 2 diabetes mellitus","Condition","SNOMED"
"4568","Signs and symptoms",4228448,"421869004","Bradyarrhythmia","Condition","SNOMED"
"4569","Signs and symptoms",4228825,"8837000","Amphetamine delirium","Condition","SNOMED"
"4570","Signs and symptoms",4228836,"88412007","AV node arrhythmia","Condition","SNOMED"
"4571","Signs and symptoms",4229442,"88808006","Relapsing fever of Iran AND/OR Central Asia","Condition","SNOMED"
"4572","Signs and symptoms",4230799,"88995000","Edema of scrotum","Condition","SNOMED"
"4573","Signs and symptoms",4231425,"89322006","Urticaria medicamentosa","Condition","SNOMED"
"4574","Signs and symptoms",4231570,"89555002","Cardiac edema","Condition","SNOMED"
"4575","Signs and symptoms",4231711,"89870006","Aquagenic urticaria","Condition","SNOMED"
"4576","Signs and symptoms",4232327,"89687005","Postimmersion-submersion syndrome","Condition","SNOMED"
"4577","Signs and symptoms",4232691,"440028005","Permanent atrial fibrillation","Condition","SNOMED"
"4578","Signs and symptoms",4232697,"440059007","Persistent atrial fibrillation","Condition","SNOMED"
"4579","Signs and symptoms",4233619,"405806007","Pulseless ventricular tachycardia","Condition","SNOMED"
"4580","Signs and symptoms",4233682,"9067002","Edema of oral soft tissues","Condition","SNOMED"
"4581","Signs and symptoms",4234182,"439128001","Lymphedema due to radiation","Condition","SNOMED"
"4582","Signs and symptoms",4235646,"360371003","Acute cardiac pulmonary edema","Condition","SNOMED"
"4583","Signs and symptoms",4236004,"406461004","Ectopic atrial beats","Condition","SNOMED"
"4584","Signs and symptoms",4236197,"90701007","Late apnea","Condition","SNOMED"
"4585","Signs and symptoms",4236658,"90727007","Pleural effusion due to congestive heart failure","Condition","SNOMED"
"4586","Signs and symptoms",4236877,"40571009","Hallucinogen intoxication delirium","Condition","SNOMED"
"4587","Signs and symptoms",4236912,"90987003","Reflex incontinence of urine","Condition","SNOMED"
"4588","Signs and symptoms",4237151,"56977002","Idiopathic edema","Condition","SNOMED"
"4589","Signs and symptoms",4237160,"57000008","Traumatic apnea","Condition","SNOMED"
"4590","Signs and symptoms",4237440,"58067006","Metabolic acidosis, NAG, failure of bicarbonate regeneration","Condition","SNOMED"
"4591","Signs and symptoms",4238438,"91297005","Normal central venous pressure","Condition","SNOMED"
"4592","Signs and symptoms",4238509,"58283004","Narrow pulse pressure","Condition","SNOMED"
"4593","Signs and symptoms",4239051,"68095009","Wheezing stridor","Condition","SNOMED"
"4594","Signs and symptoms",4239207,"91173007","Radiation-induced nausea and vomiting","Condition","SNOMED"
"4595","Signs and symptoms",4239233,"91273001","Lactic acidosis","Condition","SNOMED"
"4596","Signs and symptoms",4239620,"58808003","Compensated respiratory acidosis","Condition","SNOMED"
"4597","Signs and symptoms",4239624,"58827009","Relapsing fever of Southern U.S., Mexico, Central AND/OR South America","Condition","SNOMED"
"4598","Signs and symptoms",4242420,"58596002","Inspiratory stridor","Condition","SNOMED"
"4599","Signs and symptoms",4242528,"38205001","Diarrhea due to diabetes mellitus","Condition","SNOMED"
"4600","Signs and symptoms",4243143,"38274001","Interpolated PVCs","Condition","SNOMED"
"4601","Signs and symptoms",4243175,"38398005","Decreased central venous pressure","Condition","SNOMED"
"4602","Signs and symptoms",4243802,"59994004","Hacking cough","Condition","SNOMED"
"4603","Signs and symptoms",4243806,"60025004","Transitory fever of newborn","Condition","SNOMED"
"4604","Signs and symptoms",4243976,"60268006","Toxic diffuse goiter with pretibial myxedema","Condition","SNOMED"
"4605","Signs and symptoms",4244693,"38566003","Right bundle branch block, anterior fascicular block AND incomplete left bundle branch block","Condition","SNOMED"
"4606","Signs and symptoms",4244710,"60210005","Edema bullosum vesicae","Condition","SNOMED"
"4607","Signs and symptoms",4244893,"59272004","Ventricular parasystole","Condition","SNOMED"
"4608","Signs and symptoms",4245042,"59455009","Metabolic acidosis","Condition","SNOMED"
"4609","Signs and symptoms",4245268,"59686008","Metabolic acidosis due to ethylene glycol","Condition","SNOMED"
"4610","Signs and symptoms",4245273,"59702004","Compensated acidosis","Condition","SNOMED"
"4611","Signs and symptoms",4245407,"60416001","Edema of nasopharynx","Condition","SNOMED"
"4612","Signs and symptoms",4246979,"40835002","Coffee ground vomiting","Condition","SNOMED"
"4613","Signs and symptoms",4247135,"60031001","Serofibrinous pleurisy","Condition","SNOMED"
"4614","Signs and symptoms",4247537,"61277005","Accelerated idioventricular rhythm","Condition","SNOMED"
"4615","Signs and symptoms",4247894,"73335002","Increased nausea and vomiting","Condition","SNOMED"
"4616","Signs and symptoms",4248028,"72654001","Supraventricular arrhythmia","Condition","SNOMED"
"4617","Signs and symptoms",4249027,"73459006","Right branch block, incomplete anterior fascicular block AND incomplete posterior fascicular block","Condition","SNOMED"
"4618","Signs and symptoms",4249551,"409587002","Severe diarrhea","Condition","SNOMED"
"4619","Signs and symptoms",4250169,"74021003","Bifascicular block","Condition","SNOMED"
"4620","Signs and symptoms",4253068,"74026008","Traumatic urticaria","Condition","SNOMED"
"4621","Signs and symptoms",4253363,"74390002","Wolff-Parkinson-White pattern","Condition","SNOMED"
"4622","Signs and symptoms",4254116,"74615001","Tachycardia-bradycardia","Condition","SNOMED"
"4623","Signs and symptoms",4256374,"410430005","Cardiorespiratory arrest","Condition","SNOMED"
"4624","Signs and symptoms",4258998,"44602002","Persistent sinus bradycardia","Condition","SNOMED"
"4625","Signs and symptoms",4260205,"409702008","Hyperpyrexia","Condition","SNOMED"
"4626","Signs and symptoms",4260394,"4477007","Juvenile myopathy AND lactate acidosis","Condition","SNOMED"
"4627","Signs and symptoms",4260661,"4501007","Tuberculous ascites","Condition","SNOMED"
"4628","Signs and symptoms",4261521,"3591006","Metabolic acidosis, NAG, bicarbonate losses","Condition","SNOMED"
"4629","Signs and symptoms",4261642,"45941008","Chronic radiation sickness","Condition","SNOMED"
"4630","Signs and symptoms",4261727,"409966000","Acute diarrhea","Condition","SNOMED"
"4631","Signs and symptoms",4261769,"45994004","Erotic vomiting","Condition","SNOMED"
"4632","Signs and symptoms",4261800,"46166004","Compensated metabolic acidosis","Condition","SNOMED"
"4633","Signs and symptoms",4261842,"36083008","Sick sinus syndrome","Condition","SNOMED"
"4634","Signs and symptoms",4262389,"46220003","Tic-tac rhythm","Condition","SNOMED"
"4635","Signs and symptoms",4262561,"361134000","Alteration in heart rate","Condition","SNOMED"
"4636","Signs and symptoms",4262566,"361151007","Delirium due to sedative withdrawal","Condition","SNOMED"
"4637","Signs and symptoms",4262580,"361208003","Primary sleep apnea of newborn","Condition","SNOMED"
"4638","Signs and symptoms",4262820,"46683007","Pyruvate dehydrogenase complex deficiency","Condition","SNOMED"
"4639","Signs and symptoms",4262984,"361135004","Abnormal cardiac rate","Condition","SNOMED"
"4640","Signs and symptoms",4263049,"4641009","Myxedema heart disease","Condition","SNOMED"
"4641","Signs and symptoms",4263346,"361200005","Familial febrile urticaria","Condition","SNOMED"
"4642","Signs and symptoms",4263877,"46802002","Smokers' cough","Condition","SNOMED"
"4643","Signs and symptoms",4265394,"36311007","Edema of vulva","Condition","SNOMED"
"4644","Signs and symptoms",4265437,"397561005","Contact lens overwear syndrome","Condition","SNOMED"
"4645","Signs and symptoms",4266042,"399874002","High risk proliferative retinopathy with clinically significant macula edema due to diabetes mellitus","Condition","SNOMED"
"4646","Signs and symptoms",4266044,"399889006","Hereditary lymphedema type I","Condition","SNOMED"
"4647","Signs and symptoms",4266667,"62427007","Bovine cough","Condition","SNOMED"
"4648","Signs and symptoms",4266704,"62618004","Early morning cough","Condition","SNOMED"
"4649","Signs and symptoms",4267552,"400158000","Primary lymphedema tardum","Condition","SNOMED"
"4650","Signs and symptoms",4267892,"6180003","Complete left bundle branch block","Condition","SNOMED"
"4651","Signs and symptoms",4268046,"62026008","Left posterior fascicular block","Condition","SNOMED"
"4652","Signs and symptoms",4268464,"63074002","Menstrual edema","Condition","SNOMED"
"4653","Signs and symptoms",4268842,"365977007","Pattern of fever - finding","Condition","SNOMED"
"4654","Signs and symptoms",4268846,"365989009","Phase of fever - finding","Condition","SNOMED"
"4655","Signs and symptoms",4268902,"62436006","Abnormal jugular venous pressure","Condition","SNOMED"
"4656","Signs and symptoms",4269128,"366126005","Finding related to ability to cough up sputum","Condition","SNOMED"
"4657","Signs and symptoms",4269139,"366163001","Jugular venous pressure - finding","Condition","SNOMED"
"4658","Signs and symptoms",4269800,"62548007","Nocturnal cough","Condition","SNOMED"
"4659","Signs and symptoms",4269870,"399875001","Non-high-risk proliferative retinopathy with clinically significant macular edema due to diabetes mellitus","Condition","SNOMED"
"4660","Signs and symptoms",4269932,"63402005","Meigs' syndrome","Condition","SNOMED"
"4661","Signs and symptoms",4270340,"62731002","Increasing frequency of cough","Condition","SNOMED"
"4662","Signs and symptoms",4270635,"63214000","Vagal apnea","Condition","SNOMED"
"4663","Signs and symptoms",4270743,"402305008","Non-immunological contact urticaria","Condition","SNOMED"
"4664","Signs and symptoms",4270859,"402384009","Allergic urticaria due to ingested food","Condition","SNOMED"
"4665","Signs and symptoms",4270860,"402385005","Allergic urticaria due to bite and/or sting","Condition","SNOMED"
"4666","Signs and symptoms",4270861,"402387002","Allergic angioedema","Condition","SNOMED"
"4667","Signs and symptoms",4270862,"402388007","Allergic angioedema due to ingested food","Condition","SNOMED"
"4668","Signs and symptoms",4270863,"402392000","Allergic urticaria and/or angioedema","Condition","SNOMED"
"4669","Signs and symptoms",4270865,"402404006","Episodic angioedema with eosinophilia","Condition","SNOMED"
"4670","Signs and symptoms",4270866,"402410006","Symptomatic dermographism","Condition","SNOMED"
"4671","Signs and symptoms",4270876,"402465005","Circumscribed nodular and tuberous pretibial myxedema","Condition","SNOMED"
"4672","Signs and symptoms",4270877,"402467002","Elephantiasic pretibial myxedema","Condition","SNOMED"
"4673","Signs and symptoms",4271140,"400211001","Hereditary lymphedema and yellow nails","Condition","SNOMED"
"4674","Signs and symptoms",4271318,"63000007","Spasmodic cough","Condition","SNOMED"
"4675","Signs and symptoms",4271464,"63232000","Multifocal premature beats","Condition","SNOMED"
"4676","Signs and symptoms",4271512,"366161004","Venous pressure - finding","Condition","SNOMED"
"4677","Signs and symptoms",4274029,"64581007","Postoperative nausea","Condition","SNOMED"
"4678","Signs and symptoms",4274194,"64798005","Widened pulse pressure","Condition","SNOMED"
"4679","Signs and symptoms",4274327,"63722008","Chronic vomiting","Condition","SNOMED"
"4680","Signs and symptoms",4274502,"63993003","Remittent fever","Condition","SNOMED"
"4681","Signs and symptoms",4275410,"64491003","Myxedematous form of cretinism","Condition","SNOMED"
"4682","Signs and symptoms",4275423,"6456007","Supraventricular tachycardia","Condition","SNOMED"
"4683","Signs and symptoms",4275649,"366124008","Finding related to ability to cough","Condition","SNOMED"
"4684","Signs and symptoms",4276529,"65605001","Edema of spinal cord","Condition","SNOMED"
"4685","Signs and symptoms",4277353,"366162006","Central venous pressure - finding","Condition","SNOMED"
"4686","Signs and symptoms",4277903,"65778007","Sinoatrial block","Condition","SNOMED"
"4687","Signs and symptoms",4278454,"366125009","Finding related to ability to cough voluntarily","Condition","SNOMED"
"4688","Signs and symptoms",4280348,"66568003","Right bundle branch block, posterior fascicular block AND incomplete anterior fascicular block","Condition","SNOMED"
"4689","Signs and symptoms",4280815,"65933003","Hydropneumothorax","Condition","SNOMED"
"4690","Signs and symptoms",4285823,"369001","Normal jugular venous pressure","Condition","SNOMED"
"4691","Signs and symptoms",4288478,"68603007","Abnormal arterial pulse pressure","Condition","SNOMED"
"4692","Signs and symptoms",4289004,"69791001","Increased venous pressure","Condition","SNOMED"
"4693","Signs and symptoms",4290062,"70328006","Cocaine intoxication delirium","Condition","SNOMED"
"4694","Signs and symptoms",4290333,"37231002","Macular retinal edema","Condition","SNOMED"
"4695","Signs and symptoms",4290822,"399872003","Severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus","Condition","SNOMED"
"4696","Signs and symptoms",4290823,"399877009","Very severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus","Condition","SNOMED"
"4697","Signs and symptoms",4290851,"400040008","Hereditary lymphedema type II","Condition","SNOMED"
"4698","Signs and symptoms",4290968,"400075008","Giant urticaria","Condition","SNOMED"
"4699","Signs and symptoms",4291296,"402674003","Lymphedema of uncertain etiology","Condition","SNOMED"
"4700","Signs and symptoms",4291462,"402855009","Normocomplementemic urticarial vasculitis","Condition","SNOMED"
"4701","Signs and symptoms",4291466,"402866002","Periodic edema","Condition","SNOMED"
"4702","Signs and symptoms",4292220,"402304007","Allergic contact urticaria","Condition","SNOMED"
"4703","Signs and symptoms",4292363,"402393005","Urticaria due to food additive","Condition","SNOMED"
"4704","Signs and symptoms",4292364,"402403000","Urticaria secondary to infection","Condition","SNOMED"
"4705","Signs and symptoms",4292365,"402407004","Angioedema of tongue","Condition","SNOMED"
"4706","Signs and symptoms",4292366,"402411005","Cholinergic angioedema","Condition","SNOMED"
"4707","Signs and symptoms",4292367,"402412003","Cholinergic dermographism","Condition","SNOMED"
"4708","Signs and symptoms",4292532,"402656007","Urticarial vasculitis","Condition","SNOMED"
"4709","Signs and symptoms",4292540,"402672004","Iatrogenic lymphedema","Condition","SNOMED"
"4710","Signs and symptoms",4293698,"403384001","Lymphedema of ear","Condition","SNOMED"
"4711","Signs and symptoms",4295305,"403510002","Lupus erythematosus-associated urticarial vasculitis","Condition","SNOMED"
"4712","Signs and symptoms",4295336,"37760005","Left anterior fascicular block","Condition","SNOMED"
"4713","Signs and symptoms",4296363,"403382002","Lymphedema of eyelid","Condition","SNOMED"
"4714","Signs and symptoms",4296364,"403383007","Lymphedema of lip","Condition","SNOMED"
"4715","Signs and symptoms",4296365,"403387008","Lymphedema of penis","Condition","SNOMED"
"4716","Signs and symptoms",4296366,"403388003","Lymphedema of vulva","Condition","SNOMED"
"4717","Signs and symptoms",4296646,"403579006","Factitious lymphedema","Condition","SNOMED"
"4718","Signs and symptoms",4296647,"403584000","Contact urticaria artefacta","Condition","SNOMED"
"4719","Signs and symptoms",4296729,"76887001","Anterior fascicular block, posterior fascicular block AND incomplete right bundle branch block","Condition","SNOMED"
"4720","Signs and symptoms",4296878,"77123007","Lymphedema praecox","Condition","SNOMED"
"4721","Signs and symptoms",4297306,"7688001","Ether apnea","Condition","SNOMED"
"4722","Signs and symptoms",4297361,"404177007","Angioedema and/or urticaria","Condition","SNOMED"
"4723","Signs and symptoms",4297646,"402409001","Episodic urticaria","Condition","SNOMED"
"4724","Signs and symptoms",4297647,"402415001","Schnitzler syndrome","Condition","SNOMED"
"4725","Signs and symptoms",4297648,"402416000","Urticarial vasculitis with monoclonal IgM component, Schnitzler","Condition","SNOMED"
"4726","Signs and symptoms",4297660,"402466006","Diffuse pretibial myxedema","Condition","SNOMED"
"4727","Signs and symptoms",4297810,"402601007","Physical urticaria","Condition","SNOMED"
"4728","Signs and symptoms",4297825,"402658008","Serum sickness type vasculitis","Condition","SNOMED"
"4729","Signs and symptoms",4297831,"403608009","Serum sickness due to drug","Condition","SNOMED"
"4730","Signs and symptoms",4298573,"76938004","Infantile encephalopathy AND lactic acidosis","Condition","SNOMED"
"4731","Signs and symptoms",4298707,"402670007","Lymphedema of limbs due to immobility, chronic dependency and/or venous insufficiency","Condition","SNOMED"
"4732","Signs and symptoms",4298806,"77221000","Incomplete atrioventricular block with atrioventricular response","Condition","SNOMED"
"4733","Signs and symptoms",4299296,"402381001","Episodic idiopathic urticaria","Condition","SNOMED"
"4734","Signs and symptoms",4299297,"402386006","Allergic urticaria due to inhaled allergen","Condition","SNOMED"
"4735","Signs and symptoms",4299298,"402389004","Allergic angioedema due to bite and/or sting","Condition","SNOMED"
"4736","Signs and symptoms",4299300,"402394004","Urticaria due to salicylate","Condition","SNOMED"
"4737","Signs and symptoms",4299303,"402408009","Acute urticaria","Condition","SNOMED"
"4738","Signs and symptoms",4299304,"402414002","Urticarial reaction to blood product","Condition","SNOMED"
"4739","Signs and symptoms",4299305,"402417009","Neutrophilic urticaria","Condition","SNOMED"
"4740","Signs and symptoms",4299794,"77957000","Intermittent fever","Condition","SNOMED"
"4741","Signs and symptoms",4299806,"403385000","Lymphedema of lower extremity","Condition","SNOMED"
"4742","Signs and symptoms",4299807,"403386004","Lymphedema of genitalia","Condition","SNOMED"
"4743","Signs and symptoms",4299836,"38685005","Concealed vomiting","Condition","SNOMED"
"4744","Signs and symptoms",4299954,"78164000","Feeding problem","Observation","SNOMED"
"4745","Signs and symptoms",4300345,"403130009","Urticaria due to strongyloidiasis","Condition","SNOMED"
"4746","Signs and symptoms",4300356,"403176008","Acute edema - cutaneous distension syndrome","Condition","SNOMED"
"4747","Signs and symptoms",4300533,"78168002","Relapsing fever of Western North America","Condition","SNOMED"
"4748","Signs and symptoms",4301015,"78240009","Cardiac arrest due to pacemaker failure","Condition","SNOMED"
"4749","Signs and symptoms",4301048,"403470007","Penile venereal edema","Condition","SNOMED"
"4750","Signs and symptoms",4301157,"403607004","Angioedema due to angiotensin-converting-enzyme inhibitor","Condition","SNOMED"
"4751","Signs and symptoms",4301163,"403625006","Drug-induced solar urticaria","Condition","SNOMED"
"4752","Signs and symptoms",4301607,"78146007","Pretibial myxedema","Condition","SNOMED"
"4753","Signs and symptoms",4302457,"78459008","Double incontinence","Condition","SNOMED"
"4754","Signs and symptoms",4302802,"418493005","Right atrial incisional tachycardia","Condition","SNOMED"
"4755","Signs and symptoms",4303238,"419671004","Catecholaminergic polymorphic ventricular tachycardia","Condition","SNOMED"
"4756","Signs and symptoms",4303256,"419752005","Sinoatrial nodal reentrant tachycardia","Condition","SNOMED"
"4757","Signs and symptoms",4303408,"418818005","Brugada syndrome","Condition","SNOMED"
"4758","Signs and symptoms",4303969,"419325003","Brown-McLean Syndrome","Condition","SNOMED"
"4759","Signs and symptoms",4304095,"419400008","Incisional tachycardia","Condition","SNOMED"
"4760","Signs and symptoms",4304839,"82226007","Diffuse intraventricular block","Condition","SNOMED"
"4761","Signs and symptoms",4305080,"386813002","Abnormal breathing","Condition","SNOMED"
"4762","Signs and symptoms",4305210,"418341009","Atrioventricular conduction disorder","Condition","SNOMED"
"4763","Signs and symptoms",4305295,"129577007","Neurogenic shock","Condition","SNOMED"
"4764","Signs and symptoms",4305577,"38936003","Abnormal blood pressure","Condition","SNOMED"
"4765","Signs and symptoms",4305862,"418872003","Fascicular ventricular tachycardia","Condition","SNOMED"
"4766","Signs and symptoms",4306136,"83035003","Chylothorax","Condition","SNOMED"
"4767","Signs and symptoms",4306984,"422970001","Cardiac arrest due to trauma","Condition","SNOMED"
"4768","Signs and symptoms",4307793,"82966003","Hereditary angioedema","Condition","SNOMED"
"4769","Signs and symptoms",4307943,"83134002","Dietetic diarrhea","Condition","SNOMED"
"4770","Signs and symptoms",4308214,"39002001","Relapsing fever of Western United States","Condition","SNOMED"
"4771","Signs and symptoms",4308536,"213258001","Postoperative hypovolemic shock","Condition","SNOMED"
"4772","Signs and symptoms",4308632,"423341008","Optic disc edema","Condition","SNOMED"
"4773","Signs and symptoms",4308679,"387787005","Pressure urticaria","Condition","SNOMED"
"4774","Signs and symptoms",4308680,"387788000","Delayed pressure urticaria","Condition","SNOMED"
"4775","Signs and symptoms",4309070,"424372002","Edema of extremity","Condition","SNOMED"
"4776","Signs and symptoms",4309332,"213213007","Cardiac arrest as a complication of care","Condition","SNOMED"
"4777","Signs and symptoms",4311419,"8634009","Distichiasis-lymphedema syndrome","Condition","SNOMED"
"4778","Signs and symptoms",4311574,"424580008","Post-tussive vomiting","Condition","SNOMED"
"4779","Signs and symptoms",4312477,"8579004","Projectile vomiting","Condition","SNOMED"
"4780","Signs and symptoms",4312487,"85821003","Acute non-psychotic brain syndrome","Condition","SNOMED"
"4781","Signs and symptoms",4314023,"424833008","Incontinence due to detrusor instability","Condition","SNOMED"
"4782","Signs and symptoms",4314842,"424704004","Improper feeding schedule for age","Observation","SNOMED"
"4783","Signs and symptoms",4316374,"95612000","Neonatal respiratory acidosis","Condition","SNOMED"
"4784","Signs and symptoms",4317260,"95322002","Edematous skin","Condition","SNOMED"
"4785","Signs and symptoms",4317285,"95437004","Non-cardiogenic pulmonary edema","Condition","SNOMED"
"4786","Signs and symptoms",4318116,"95879001","Diarrheic shellfish poisoning","Condition","SNOMED"
"4787","Signs and symptoms",4318555,"95627000","Fever of the newborn","Condition","SNOMED"
"4788","Signs and symptoms",4318832,"95544006","Inflammatory diarrhea","Condition","SNOMED"
"4789","Signs and symptoms",4318833,"95545007","Hemorrhagic diarrhea","Condition","SNOMED"
"4790","Signs and symptoms",4318834,"95548009","Retroperitoneal edema","Condition","SNOMED"
"4791","Signs and symptoms",4318857,"95618001","Neonatal respiratory depression","Condition","SNOMED"
"4792","Signs and symptoms",4319307,"95353000","Mucous membrane edema","Condition","SNOMED"
"4793","Signs and symptoms",4319314,"95372000","Application site edema","Condition","SNOMED"
"4794","Signs and symptoms",4319457,"95616002","Neonatal apneic attack","Condition","SNOMED"
"4795","Signs and symptoms",4320474,"69730002","Idiojunctional tachycardia","Condition","SNOMED"
"4796","Signs and symptoms",4320537,"9619006","Aseptic fever","Condition","SNOMED"
"4797","Signs and symptoms",4320650,"69980003","Non-infective diarrhea","Condition","SNOMED"
"4798","Signs and symptoms",4320945,"70644008","Acute respiratory acidosis","Condition","SNOMED"
"4799","Signs and symptoms",4320950,"70679005","Abnormal central venous pressure","Condition","SNOMED"
"4800","Signs and symptoms",4321232,"7097001","Streptococcal pleurisy with effusion","Condition","SNOMED"
"4801","Signs and symptoms",4321716,"70346000","Gingival edema","Condition","SNOMED"
"4802","Signs and symptoms",4321746,"9794007","Endolymphatic hydrops","Condition","SNOMED"
"4803","Signs and symptoms",4323491,"427930001","Lymphedema of scrotum","Condition","SNOMED"
"4804","Signs and symptoms",4323686,"71419002","Bilious vomiting","Condition","SNOMED"
"4805","Signs and symptoms",4323688,"7142008","Cough at rest","Condition","SNOMED"
"4806","Signs and symptoms",4324264,"71603004","Hemorrhagic ascites","Condition","SNOMED"
"4807","Signs and symptoms",4325194,"427895005","Loculated pleural effusion","Condition","SNOMED"
"4808","Signs and symptoms",4325850,"429243003","Sustained ventricular fibrillation","Condition","SNOMED"
"4809","Signs and symptoms",4326408,"74873003","Relapsing fever of Central AND/OR South America","Condition","SNOMED"
"4810","Signs and symptoms",4327066,"75532003","Ventricular escape beat","Condition","SNOMED"
"4811","Signs and symptoms",4327490,"75094005","Hydrops of placenta","Condition","SNOMED"
"4812","Signs and symptoms",4328373,"7520000","Pyrexia of unknown origin","Condition","SNOMED"
"4813","Signs and symptoms",4328478,"75205009","Urine ascites of the neonate","Condition","SNOMED"
"4814","Signs and symptoms",4328905,"22126005","Hereditary neuraxial edema","Condition","SNOMED"
"4815","Signs and symptoms",4329988,"22447003","Raised jugular venous pressure","Condition","SNOMED"
"4816","Signs and symptoms",4332878,"231450007","Psychosis associated with intensive care","Condition","SNOMED"
"4817","Signs and symptoms",4333668,"231439009","Toxic confusional state","Condition","SNOMED"
"4818","Signs and symptoms",4333669,"231440006","Delirium of mixed origin","Condition","SNOMED"
"4819","Signs and symptoms",4334119,"231923006","Aphakic corneal edema","Condition","SNOMED"
"4820","Signs and symptoms",4334176,"432789001","Noncystoid edema of macula of retina","Condition","SNOMED"
"4821","Signs and symptoms",4334751,"231921008","Phakic corneal edema","Condition","SNOMED"
"4822","Signs and symptoms",4334752,"231922001","Pseudophakic corneal edema","Condition","SNOMED"
"4823","Signs and symptoms",4335161,"231451006","Drug-induced intensive care psychosis","Condition","SNOMED"
